ticket_id,customer_id,product_id,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,priority,channel,first_response_time,time_to_resolution,rating
08201,08062,00013,2021-08-16,Billing inquiry,Battery life,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

A: We have to provide a replacement if we find out. Unfortunately I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Wind place indeed world.,High,Chat,2023-06-02 00:36:24,2023-06-01 04:51:24,5.0
08202,08063,00034,2020-07-08,Billing inquiry,Battery life,"I'm having an issue with the {product_purchased}. Please assist. All products (except the new items with my latest purchases that I sent to my address) should be returned from your supplier in my original form, and will be kept I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Closed,Feel ago their respond.,Critical,Social media,2023-06-01 14:47:26,2023-06-01 14:21:26,3.0
08203,08064,00024,2021-01-01,Product inquiry,Network problem,"I'm having an issue with the {product_purchased}. Please assist. We are experiencing an issue with the product (Product_Purchased), but there's no such product right now. We're in the process of reviving this I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Pending Customer Response,,Medium,Chat,2023-06-01 18:07:27,,
08204,08065,00026,2020-04-11,Product inquiry,Cancellation request,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them?

Please let me know to post in the comments. I'm worried that the issue might be hardware-related and might require repair or replacement.",Pending Customer Response,,Low,Social media,2023-06-01 22:47:28,,
08205,08066,00036,2021-11-27,Cancellation request,Account access,"I've noticed a software bug in the {product_purchased} app. It's causing data loss and unexpected errors. How can I resolve this issue? You should review, which features are causing the issue and what is happening. I've already contacted customer support multiple times, but the issue remains unresolved.",Open,,Critical,Email,,,
08206,08067,00035,2021-10-11,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist. #t/I'm having an issue with the {product_purchased}. Please assist. #t/I really need to see this on the next order The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,,Critical,Phone,,,
08207,08068,00001,2021-12-11,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. {product} influencing the product sales is something we are trying to resolve, and should be made clear, not hide. {Product_purchased} should be I need assistance as soon as possible because it's affecting my work and productivity.",Open,,Low,Social media,,,
08208,08069,00012,2020-07-30,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist.

If I want to update to the latest version of the company's blog, there is a link to it on the email. This is why I wrote the I'm worried that the issue might be hardware-related and might require repair or replacement.",Open,,High,Email,,,
08209,08070,00038,2021-02-22,Billing inquiry,Peripheral compatibility,"I'm having an issue with the {product_purchased}. Please assist. Please enable JavaScript in your browser.

1.2.3 - Add support for the current versions of Microsoft Edge.

1.2.2 - I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,High,Social media,2023-06-01 15:08:37,,
08210,08071,00003,2020-10-15,Product inquiry,Payment issue,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account?

I'll post a short email about a reset. Please check my 'contact info I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,,High,Email,2023-06-01 11:43:38,,
08211,08072,00030,2021-04-04,Product inquiry,Battery life,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account? Please try following this link: https://support.apple.com/kb/HT20 I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Pending Customer Response,,Medium,Phone,2023-06-01 13:04:39,,
08212,08073,00041,2020-08-28,Billing inquiry,Software bug,"There seems to be a hardware problem with my {product_purchased}. The screen is flickering, and I'm unable to use it. What should I do? I think it Squadron 42's UI has not been changed or redesigned for this build I need assistance as soon as possible because it's affecting my work and productivity.",Pending Customer Response,,Low,Chat,2023-06-01 21:58:40,,
08213,08074,00011,2020-01-25,Cancellation request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. — David P. Whitehead (@DavidPWhitehead) October 18, 2015

So many people are saying they will get refund, they want to say yes The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Pending Customer Response,,High,Email,2023-06-01 03:45:42,,
08214,08075,00014,2020-02-22,Cancellation request,Data loss,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution? I'd love to hear about your experience. Thank you, Jeff

Thanks I've already contacted customer support multiple times, but the issue remains unresolved.",Pending Customer Response,,Medium,Chat,2023-06-01 17:20:43,,
08215,08076,00005,2021-12-07,Cancellation request,Battery life,"I've encountered a data loss issue with my {product_purchased}. All the files and documents seem to have disappeared. Can you guide me on how to retrieve them? This file contains a list of $vcsf files in different editions I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Open,,High,Email,,,
08216,08077,00028,2020-06-08,Refund request,Account access,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. I have been unable to find a way to restore the deleted data or to delete the files from the I've followed online tutorials and community forums to troubleshoot the issue, but no luck so far.",Closed,If method as likely make.,High,Chat,2023-06-01 05:00:45,2023-06-01 23:29:45,4.0
08217,08078,00023,2021-03-07,Technical issue,Cancellation request,"The {product_purchased} is unable to establish a stable internet connection. It keeps disconnecting intermittently. How can I troubleshoot this network problem?

If you have hardware problems:

There is no need to install I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Song college fill commercial.,Low,Social media,2023-06-01 02:29:46,2023-06-01 23:31:46,3.0
08218,08079,00016,2021-10-22,Product inquiry,Product recommendation,"I'm having an issue with the {product_purchased}. Please assist.

""The {product_purchased} is available for 10% off on orders over $50 through The B&N Shop. $50 of promo I've noticed a sudden decrease in battery life on my {product_purchased}. It used to last much longer.",Open,,Medium,Phone,,,
08219,05619,00016,2020-01-22,Refund request,Battery life,I'm having an issue with the {product_purchased}. Please assist. I'm concerned about the security of my {product_purchased} and would like to ensure that my data is safe.,Open,,High,Social media,,,
